index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
8162,29,high,employment,single,no,no,no,cellular,May,Tuesday,3,-1,0,nonexistent,58.2,92.893,-46.2,1
8163,32,high,employment,married,no,yes,yes,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8164,29,low,unemployed,married,unknown,no,no,cellular,November,Thursday,6,-1,0,nonexistent,59.9,93.2,-42,0
8165,36,high,employment,single,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8166,24,medium,student,single,no,no,no,cellular,June,Tuesday,1,3,1,success,57.1,92.963,-40.8,0
8167,32,high,employment,single,no,yes,no,cellular,August,Tuesday,10,-1,0,nonexistent,61.4,93.444,-36.1,0
8168,26,high,employment,married,no,no,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8169,45,high,employment,divorced,no,no,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,1
8170,32,high,employment,married,no,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8171,59,high,employment,married,no,yes,no,cellular,August,Wednesday,4,-1,0,nonexistent,57.1,92.201,-31.4,1
8172,26,medium,unemployed,single,no,no,yes,telephone,May,Thursday,8,-1,0,nonexistent,61.1,93.994,-36.4,0
8173,46,high,employment,married,no,unknown,unknown,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8174,38,high,employment,married,no,yes,no,cellular,April,Monday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
8175,27,high,employment,single,no,no,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8176,31,medium,employment,single,no,no,no,cellular,July,Monday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
8177,47,medium,employment,single,no,no,no,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8178,44,high,employment,single,unknown,no,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8179,33,low,employment,married,no,no,no,cellular,August,Wednesday,7,-1,0,nonexistent,61.4,93.444,-36.1,0
8180,29,medium,employment,single,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8181,44,low,employment,single,no,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,58.2,93.876,-40,0
8182,34,high,employment,married,no,no,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
8183,33,medium,employment,single,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8184,25,high,employment,single,no,no,yes,cellular,April,Monday,4,-1,0,nonexistent,58.2,93.075,-47.1,0
8185,39,medium,employment,married,no,yes,no,telephone,May,Monday,3,-1,0,nonexistent,61.1,93.994,-36.4,1
8186,27,medium,employment,single,no,yes,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8187,45,medium,employment,divorced,no,yes,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8188,41,high,employment,married,unknown,yes,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
8189,52,medium,employment,divorced,no,yes,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8190,31,high,employment,married,no,yes,no,cellular,November,Thursday,2,5,1,success,59.9,93.2,-42,0
8191,33,high,employment,divorced,no,no,yes,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8192,38,high,employment,married,no,yes,no,cellular,August,Friday,1,16,1,success,58.3,94.027,-38.3,1
8193,54,high,employment,married,no,no,no,telephone,April,Thursday,1,2,1,success,58.2,93.075,-47.1,0
8194,42,medium,employment,single,no,yes,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,0
8195,33,low,employment,single,no,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8196,35,high,employment,married,no,yes,yes,cellular,November,Monday,2,-1,1,failure,56.6,92.649,-30.1,0
8197,32,low,employment,single,no,yes,yes,cellular,May,Wednesday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
8198,44,low,employment,divorced,no,no,no,cellular,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8199,40,medium,employment,single,no,no,no,cellular,April,Wednesday,1,-1,1,failure,58.2,93.075,-47.1,0
8200,37,high,employment,divorced,no,yes,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,0
8201,31,high,employment,single,no,yes,yes,cellular,June,Friday,5,-1,0,nonexistent,57.1,92.963,-40.8,0
8202,27,medium,employment,single,no,no,yes,cellular,May,Friday,3,13,1,success,58.2,92.893,-46.2,1
8203,28,medium,employment,married,no,no,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8204,29,high,employment,single,no,yes,no,cellular,July,Wednesday,6,-1,0,nonexistent,61.4,93.918,-42.7,0
8205,39,high,employment,divorced,no,yes,no,cellular,April,Wednesday,4,6,2,success,58.2,93.749,-34.6,1
8206,27,medium,employment,married,no,yes,no,cellular,May,Tuesday,1,11,1,success,58.2,92.893,-46.2,0
8207,56,high,employment,divorced,no,no,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8208,47,high,employment,married,no,no,yes,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8209,39,high,employment,married,no,yes,yes,cellular,September,Tuesday,2,-1,0,nonexistent,58.9,94.199,-37.5,1
8210,41,medium,employment,married,no,yes,no,cellular,April,Friday,1,-1,1,failure,58.2,93.075,-47.1,0
8211,49,low,employment,single,unknown,no,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
8212,34,low,employment,married,no,yes,no,telephone,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8213,45,medium,employment,single,no,yes,no,cellular,April,Thursday,1,2,1,success,58.2,93.075,-47.1,1
8214,42,high,employment,married,no,yes,no,cellular,November,Thursday,3,-1,1,failure,58.9,94.767,-50.8,0
8215,31,high,employment,single,unknown,no,no,telephone,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8216,57,medium,retired,married,unknown,yes,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8217,42,high,employment,married,no,no,no,cellular,August,Wednesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8218,41,medium,employment,single,unknown,no,no,cellular,November,Friday,3,-1,0,nonexistent,59.9,93.2,-42,0
8219,30,medium,student,single,no,yes,no,cellular,Octobor,Tuesday,1,17,2,failure,58.9,94.601,-49.5,0
8220,27,medium,unemployed,married,no,no,no,telephone,March,Tuesday,5,8,2,success,58.2,93.369,-34.8,1
8221,32,high,employment,single,no,no,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8222,51,high,employment,married,unknown,no,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8223,39,low,retired,divorced,no,yes,no,cellular,May,Tuesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8224,55,low,employment,married,no,yes,no,cellular,April,Monday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8225,31,high,employment,married,no,yes,yes,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
8226,37,high,employment,single,no,yes,no,cellular,August,Thursday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8227,37,medium,employment,married,no,yes,no,cellular,May,Wednesday,2,1,1,success,58.2,92.893,-46.2,0
8228,36,medium,employment,divorced,no,yes,no,cellular,May,Monday,1,12,1,success,58.2,92.893,-46.2,0
8229,41,medium,employment,married,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8230,27,high,employment,single,no,no,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
8231,31,high,employment,single,no,no,no,cellular,March,Monday,3,7,2,success,58.2,93.369,-34.8,1
8232,38,medium,employment,divorced,no,no,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8233,37,high,employment,married,unknown,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,1
8234,40,medium,employment,married,no,yes,no,cellular,July,Wednesday,3,3,1,success,57.1,92.469,-33.6,0
8235,57,low,employment,married,no,yes,no,telephone,July,Thursday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
8236,32,medium,employment,single,no,no,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8237,24,medium,employment,single,no,no,no,cellular,July,Wednesday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
8238,34,medium,employment,married,no,no,no,cellular,April,Monday,3,-1,0,nonexistent,58.2,93.075,-47.1,0
8239,48,high,employment,married,no,yes,no,cellular,November,Tuesday,1,-1,1,failure,59.9,93.2,-42,0
8240,29,medium,employment,single,no,yes,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,0
8241,48,low,employment,married,unknown,yes,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8242,42,medium,employment,married,no,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8243,58,high,employment,single,unknown,no,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8244,56,high,retired,married,no,yes,no,cellular,August,Monday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
8245,83,medium,retired,married,no,yes,yes,cellular,May,Friday,1,3,3,failure,58.2,92.893,-46.2,0
8246,33,high,employment,married,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,1
8247,45,high,employment,married,no,no,no,cellular,April,Tuesday,1,-1,1,failure,58.2,93.075,-47.1,0
8248,39,high,employment,married,no,no,no,cellular,May,Thursday,8,-1,0,nonexistent,58.2,92.893,-46.2,0
8249,50,low,employment,married,unknown,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8250,26,high,employment,single,no,no,no,cellular,July,Friday,2,6,1,success,58.3,94.215,-40.3,0
8251,39,low,employment,married,no,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8252,33,medium,employment,single,no,yes,no,cellular,August,Tuesday,3,-1,0,nonexistent,57.1,92.201,-31.4,1
8253,34,low,employment,divorced,unknown,yes,no,telephone,May,Thursday,5,-1,0,nonexistent,61.1,93.994,-36.4,0
8254,38,medium,employment,single,unknown,no,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8255,38,high,employment,single,no,yes,no,cellular,May,Thursday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
8256,38,low,employment,divorced,no,yes,no,telephone,May,Tuesday,2,10,1,success,58.2,92.893,-46.2,1
8257,49,low,employment,married,unknown,yes,no,cellular,April,Thursday,3,-1,0,nonexistent,58.2,93.075,-47.1,0
8258,66,high,employment,married,no,no,no,cellular,September,Tuesday,1,-1,0,nonexistent,56.6,92.379,-29.8,0
8259,46,high,employment,married,no,yes,no,telephone,November,Tuesday,2,-1,0,nonexistent,59.9,93.2,-42,0
8260,38,high,employment,married,no,no,no,cellular,May,Thursday,2,-1,1,failure,58.2,92.893,-46.2,0
8261,27,medium,employment,single,no,yes,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,0
8262,48,high,employment,married,no,no,no,cellular,November,Friday,6,-1,0,nonexistent,59.9,93.2,-42,0
8263,43,low,employment,married,unknown,yes,no,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8264,52,high,employment,divorced,no,no,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
8265,45,high,unemployed,married,no,yes,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8266,57,high,employment,married,no,yes,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
8267,43,medium,employment,married,unknown,yes,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8268,43,low,employment,married,no,no,no,cellular,May,Tuesday,7,-1,0,nonexistent,58.2,92.893,-46.2,0
8269,43,medium,employment,single,unknown,no,no,cellular,November,Friday,6,-1,0,nonexistent,59.9,93.2,-42,0
8270,38,medium,unemployed,married,no,no,yes,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8271,35,high,employment,divorced,no,no,no,telephone,June,Monday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
8272,30,medium,employment,married,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8273,35,high,employment,married,no,no,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8274,37,high,employment,married,unknown,yes,yes,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8275,36,low,employment,married,no,yes,yes,cellular,November,Friday,1,-1,1,failure,59.9,93.2,-42,0
8276,39,low,employment,married,no,yes,yes,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
8277,25,medium,employment,single,no,yes,no,cellular,May,Friday,3,-1,1,failure,58.2,92.893,-46.2,1
8278,28,low,employment,married,no,yes,no,cellular,May,Thursday,4,-1,0,nonexistent,58.2,92.893,-46.2,1
8279,32,high,employment,single,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8280,23,medium,employment,single,no,yes,no,cellular,July,Thursday,5,-1,1,failure,58.3,94.215,-40.3,1
8281,33,medium,employment,married,no,yes,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,1
8282,31,medium,employment,single,no,no,no,cellular,May,Tuesday,5,-1,0,nonexistent,58.2,92.893,-46.2,0
8283,37,high,employment,single,no,yes,yes,cellular,March,Monday,2,-1,0,nonexistent,58.2,92.843,-50,0
8284,38,medium,employment,married,no,yes,no,cellular,May,Tuesday,1,-1,1,failure,58.2,92.893,-46.2,0
8285,43,high,employment,married,no,yes,no,cellular,March,Friday,2,-1,0,nonexistent,58.2,92.843,-50,0
8286,43,high,employment,single,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8287,60,high,retired,married,unknown,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8288,38,high,employment,single,no,yes,no,cellular,August,Monday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
8289,66,low,retired,married,no,yes,no,cellular,March,Tuesday,1,6,1,success,58.2,93.369,-34.8,1
8290,37,high,employment,divorced,unknown,yes,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,1
8291,47,high,employment,married,no,yes,no,cellular,August,Wednesday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8292,29,high,employment,single,no,no,no,cellular,August,Wednesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8293,54,medium,employment,married,no,unknown,unknown,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8294,56,high,employment,married,no,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
8295,53,medium,employment,married,no,no,yes,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8296,30,medium,employment,married,unknown,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
8297,45,medium,employment,married,no,yes,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8298,47,high,employment,married,no,yes,yes,cellular,December,Monday,5,-1,0,nonexistent,57.0,92.713,-33,0
8299,44,low,employment,married,no,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8300,49,medium,employment,married,no,no,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8301,29,high,employment,single,no,no,no,cellular,July,Friday,6,-1,0,nonexistent,57.1,92.469,-33.6,1
8302,27,medium,employment,married,no,no,yes,cellular,May,Thursday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
8303,32,medium,employment,single,no,yes,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8304,29,high,employment,single,no,yes,no,cellular,March,Monday,3,-1,1,failure,58.2,93.369,-34.8,1
8305,22,medium,employment,single,no,yes,yes,cellular,June,Monday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
8306,41,high,employment,married,no,no,no,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
8307,31,low,employment,married,unknown,yes,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8308,40,high,employment,single,no,no,no,cellular,November,Friday,3,-1,0,nonexistent,59.9,93.2,-42,0
8309,49,medium,employment,married,no,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8310,25,medium,employment,single,no,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8311,53,low,employment,divorced,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8312,36,high,employment,single,no,yes,no,cellular,May,Wednesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
8313,44,high,employment,single,no,no,no,cellular,March,Monday,1,-1,0,nonexistent,58.2,92.843,-50,1
8314,46,high,employment,married,no,yes,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8315,31,high,employment,single,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8316,47,high,employment,married,no,yes,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8317,42,medium,unemployed,married,no,no,no,cellular,July,Wednesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
8318,33,medium,employment,married,no,no,yes,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8319,37,medium,employment,single,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8320,31,medium,employment,single,no,yes,no,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
8321,37,low,employment,married,unknown,yes,yes,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8322,44,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
8323,27,low,employment,single,no,yes,no,cellular,July,Wednesday,11,-1,0,nonexistent,61.4,93.918,-42.7,0
8324,44,low,employment,divorced,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8325,29,high,employment,married,no,no,no,cellular,November,Thursday,1,-1,1,failure,59.9,93.2,-42,0
8326,35,high,employment,divorced,no,yes,no,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8327,35,medium,employment,married,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8328,31,medium,employment,divorced,no,no,no,cellular,April,Monday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
8329,52,high,employment,married,no,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8330,28,high,employment,single,no,no,no,cellular,Octobor,Friday,1,-1,1,failure,56.6,92.431,-26.9,1
8331,59,medium,employment,married,no,no,no,telephone,June,Thursday,5,-1,0,nonexistent,61.4,94.465,-41.8,0
8332,53,high,employment,single,no,yes,yes,telephone,November,Friday,3,-1,1,failure,56.6,92.649,-30.1,1
8333,44,medium,employment,divorced,no,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8334,40,medium,employment,single,no,no,no,cellular,May,Wednesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
8335,44,medium,employment,married,unknown,yes,no,telephone,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8336,37,medium,employment,divorced,no,no,no,cellular,November,Wednesday,2,-1,0,nonexistent,56.6,92.649,-30.1,0
8337,33,medium,employment,single,no,no,no,cellular,Octobor,Monday,1,-1,0,nonexistent,56.6,92.431,-26.9,0
8338,35,medium,employment,married,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8339,49,medium,employment,married,unknown,yes,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8340,31,high,employment,single,no,yes,no,cellular,August,Thursday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8341,28,high,employment,single,no,unknown,unknown,cellular,August,Monday,1,-1,2,failure,57.1,92.201,-31.4,0
8342,42,medium,employment,married,unknown,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8343,33,high,employment,divorced,no,yes,yes,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8344,53,medium,employment,married,unknown,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8345,23,high,student,single,no,yes,no,cellular,September,Friday,2,-1,4,failure,58.9,94.199,-37.5,0
8346,47,medium,employment,married,no,no,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8347,35,high,employment,single,no,yes,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8348,42,high,employment,single,no,yes,no,cellular,May,Friday,2,-1,1,failure,58.2,92.893,-46.2,1
8349,33,high,employment,married,no,yes,yes,cellular,July,Friday,3,-1,0,nonexistent,58.3,94.215,-40.3,1
8350,33,medium,unemployed,married,no,no,no,telephone,June,Friday,6,-1,0,nonexistent,61.4,94.465,-41.8,0
8351,30,high,employment,single,no,yes,no,cellular,August,Monday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
8352,33,high,employment,single,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8353,38,medium,employment,married,unknown,no,no,cellular,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8354,27,medium,employment,married,no,yes,no,cellular,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8355,30,high,employment,single,no,no,no,cellular,September,Tuesday,2,-1,1,failure,58.9,94.199,-37.5,1
8356,36,medium,employment,married,no,no,no,cellular,June,Monday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
